"","document_id","decision_year","decision_date","docket_number","decision_shorttext","pressrelease_publication","pressrelease_date","pressrelease_number","dissenting_opinion","oral_hearing","statusquo_change","lower_court_overruling","abstract_review","concrete_review","constitutional_complaint","dispute_federalorgans","dispute_federation_land","second_senate","judgment","decision_length","prior_attention"
"240","20000822_2bve000294.txt",2000,"2000-08-22 02:00:00","2 BvE 2/94","Verwerfung der Antraege einer Bundestagsfraktion im Organstreitverfahren wegen Unzulaessigkeit
",0,NA,NA,0,0,0,0,0,0,0,1,0,1,0,1242,1
"241","20000904_1bvr165194.txt",2000,"2000-09-04 02:00:00","1 BvR 1651/94","Nochmals erneute Wiederholung der einstweiligen Anordnung, den Vollzug der Neuregelung ueber die Abgabe von Arzneimitteln zur klinischen Pruefung vorlaeufig auszusetzen
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,295,1
"242","20000921_1bvr032196.txt",2000,"2000-09-21 02:00:00","1 BvR 321/96","
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,230,0
"243","20001009_2bvc000200.txt",2001,"2000-10-09 02:00:00","2 BvC 2/00","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,130,1
"244","20001009_2bvc000299.txt",2001,"2000-10-09 02:00:00","2 BvC 2/99","Verwerfung einer Wahlpruefungsbeschwerde
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,191,1
"245","20001009_2bvc000499.txt",2001,"2000-10-09 02:00:00","2 BvC 4/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,175,1
"246","20001009_2bvc000500.txt",2001,"2000-10-09 02:00:00","2 BvC 5/00","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,152,1
"247","20001009_2bvc000799.txt",2001,"2000-10-09 02:00:00","2 BvC 7/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,232,1
"248","20001009_2bvc000899.txt",2001,"2000-10-09 02:00:00","2 BvC 8/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,152,1
"249","20001009_2bvc000999.txt",2001,"2000-10-09 02:00:00","2 BvC 9/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,129,1
"250","20001009_2bvc001099.txt",2001,"2000-10-09 02:00:00","2 BvC 10/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,129,1
"251","20001009_2bvc001199.txt",2001,"2000-10-09 02:00:00","2 BvC 11/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,129,1
"252","20001009_2bvc001299.txt",2001,"2000-10-09 02:00:00","2 BvC 12/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,129,1
"253","20001009_2bvc001399.txt",2001,"2000-10-09 02:00:00","2 BvC 13/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,129,1
"254","20001009_2bvc001499.txt",2001,"2000-10-09 02:00:00","2 BvC 14/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,129,1
"255","20001009_2bvc001699.txt",2001,"2000-10-09 02:00:00","2 BvC 16/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,129,1
"256","20001009_2bvc001999.txt",2001,"2000-10-09 02:00:00","2 BvC 19/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,152,1
"257","20001024_2bvc000100.txt",2001,"2000-10-24 02:00:00","2 BvC 1/00","Verwerfung einer Wahlpruefungsbeschwerde wegen Unzulaessigkeit (A-Limine-Abweisung) - Ablehnung der Zulassung eines Beistands gem § 22 Abs 1 S 4 BVerfGG
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,296,1
"258","20001024_2bvc001899.txt",2001,"2000-10-24 02:00:00","2 BvC 18/99","Verwerfung einer Wahlpruefungsbeschwerde wegen Unzulaessigkeit (A-Limine-Abweisung) - Unbeachtlichkeit eines Befangenheitsantrags
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,239,1
"259","20001024_2bvc002199.txt",2001,"2000-10-24 02:00:00","2 BvC 21/99","Verwerfung einer offensichtlich unbegruendeten Wahlpruefungsbeschwerde (A-Limine-Abweisung
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,155,1
"260","20001024_2bvr075690.txt",2001,"2000-10-24 02:00:00","2 BvR 756/90","
",0,NA,NA,0,0,0,0,0,0,1,0,0,1,0,196,1
"261","20001109_1bvr230696.txt",2001,"2000-11-09 01:00:00","1 BvR 2306/96","
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,244,1
"262","20001115_2bvh000391.txt",2001,"2000-11-15 01:00:00","2 BvH 3/91","Anordnung der Auslagenerstattung und Festsetzung des Gegenstandswerts in einem Landesorganstreitverfahren
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,943,1
"263","20001122_1bvr230794.txt",2001,"2000-11-22 01:00:00","1 BvR 2307/94","Verfassungsbeschwerden gegen EALG erfolglos/Urteil aufgrund der muendlichen Verhandlung vom 11. April 2000Siehe auchPressemitteilung Nr. 149/2000 vom 22. November 2000
",1,"22. November 2000","149/2000",0,1,0,0,0,0,1,0,0,0,1,32532,1
"264","20001212_1bvr176295.txt",2001,"2000-12-12 01:00:00","1 BvR 1762/95","Verfassungsbeschwerden gegen Verbot der ""Schockwerbung"" erfolgreichSiehe auchPressemitteilung Nr. 156/2000 vom 12. Dezember 2000
",1,"12. Dezember 2000","156/2000",0,1,0,0,0,0,1,0,0,0,1,7632,1
"265","20001213_1bvr033597.txt",2001,"2000-12-13 01:00:00","1 BvR 335/97","§ 25 BRAO verfassungswidrigSiehe auchPressemitteilung Nr. 157/2000 vom 13. Dezember 2000
",1,"13. Dezember 2000","157/2000",0,1,1,0,0,0,1,0,0,0,1,6503,1
"266","20001215_1bvl001996.txt",2001,"2000-12-15 01:00:00","1 BvL 19/96","Festsetzung des Gegenstandswerts im konkreten Normenkontrollverfahren
",0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,343,1
"267","20001219_2bvr150097.txt",2001,"2000-12-19 01:00:00","2 BvR 1500/97","Verfassungsbeschwerde der Zeugen Jehovas erfolgreich - Urteil aufgrund der muendlichen Verhandlung vom 20. September 2000Siehe auchPressemitteilung Nr. 159/2000 vom 19. Dezember 2000
",1,"19. Dezember 2000","159/2000",0,1,0,0,0,0,1,0,0,1,1,10537,1
"268","20001220_2bvl000396.txt",2001,"2000-12-20 01:00:00","2 BvL 3/96","Festsetzung des Gegenstandswerts im konkreten Normenkontrollverfahren
",0,NA,NA,0,0,0,0,0,1,0,0,0,1,0,157,1
"269","20010116_1bvr176295.txt",2001,"2001-01-16 01:00:00","1 BvR 1762/95","Festsetzung des Gegenstandswerts im Verfassungsbeschwerdeverfahren
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,184,1
"270","20010117_1bvr065396.txt",2001,"2001-01-17 01:00:00","1 BvR 653/96","Festsetzung des Gegenstandswerts im Verfassungsbeschwerdeverfahren
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,191,1
"271","20010122_2bvc000199.txt",2001,"2001-01-22 01:00:00","2 BvC 1/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,153,1
"272","20010122_2bvc000399.txt",2001,"2001-01-22 01:00:00","2 BvC 3/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,155,1
"273","20010122_2bvc000599.txt",2001,"2001-01-22 01:00:00","2 BvC 5/99","Verwerfung einer Wahlpruefungsbeschwerde
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,155,1
"274","20010122_2bvc000600.txt",2001,"2001-01-22 01:00:00","2 BvC 6/00","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,152,1
"275","20010122_2bvc000699.txt",2001,"2001-01-22 01:00:00","2 BvC 6/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,207,1
"276","20010122_2bvc001599.txt",2001,"2001-01-22 01:00:00","2 BvC 15/99","Zur Zulassung als Beistand - Verwerfung einer Wahlpruefungsbeschwerde
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,296,1
"277","20010122_2bvc001799.txt",2001,"2001-01-22 01:00:00","2 BvC 17/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,153,1
"278","20010122_2bvc002099.txt",2001,"2001-01-22 01:00:00","2 BvC 20/99","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,153,1
"279","20010123_2bvq004200.txt",2001,"2001-01-23 01:00:00","2 BvQ 42/00","Ablehnung des Antrags einer politischen Partei auf Erlass einer eA, ihr Akteneinsicht und Anhoerung im Parteiverbotsverfahren zu gewaehren
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,635,1
"280","20010124_1bvr262395.txt",2001,"2001-01-24 01:00:00","1 BvR 2623/95","Verfassungsbeschwerde zum Gerichtsfernsehen erfolglos - Urteil auf Grund der muendlichen Verhandlung vom 7. November 2000Siehe auchPressemitteilung Nr. 12/2001 vom 24. Januar 2001
",1,"24. Januar 2001","12/2001 ",1,1,0,0,0,0,1,0,0,0,1,12261,1
"281","20010124_2bve000100.txt",2001,"2001-01-24 01:00:00","2 BvE 1/00","CDU/CSU-Fraktion erfolglos in Sachen PofallaSiehe auchPressemitteilung Nr. 22/2001 vom 13. Februar 2001
",1,"13. Februar 2001","22/2001 ",0,0,0,0,0,0,0,1,0,1,0,2735,1
"282","20010206_1bvr001292.txt",2001,"2001-02-06 01:00:00","1 BvR 12/92","Erfolgreiche Verfassungsbeschwerde gegen Unterhaltsverzichtsvertrag Urteil aufgrund der muendlichen Verhandlung vom 8. November 2000Siehe auchPressemitteilung Nr. 19/2001 vom 6. Februar 2001
",1,"6. Februar 2001","19/2001 ",0,1,0,0,0,0,1,0,0,0,1,7621,1
"283","20010208_2bvf000100.txt",2001,"2001-02-08 01:00:00","2 BvF 1/00","Normenkontrollantrag ""Wahlpruefung Hessen"" teilweise erfolgreich Urteil aufgrund der muendlichen Verhandlung vom 5. Dezember 2000Siehe auchPressemitteilung Nr. 20/2001 vom 8. Februar 2001
",1,"8. Februar 2001","20/2001 ",0,1,1,0,1,0,0,0,0,1,1,10708,1
"284","20010213_2bve000497.txt",2001,"2001-02-13 01:00:00","2 BvE 4/97","Verfahrenseinstellung nach Antragsruecknahme
",0,NA,NA,0,0,0,0,0,0,0,1,0,1,0,372,1
"285","20010213_2bvf000297.txt",2001,"2001-02-13 01:00:00","2 BvF 2/97","Verfahrenseinstellung nach Antragsruecknahme
",0,NA,NA,0,0,0,0,1,0,0,0,0,1,0,204,1
"286","20010220_2bvr144400.txt",2001,"2001-02-20 01:00:00","2 BvR 1444/00","Erfolgreiche Verfassungsbeschwerde gegen Wohnungsdurchsuchung Urteil aufgrund der muendlichen Verhandlung vom 21. November 2000Siehe auchPressemitteilung Nr. 24/2001 vom 20. Februar 2001
",1,"20. Februar 2001","24/2001 ",0,1,0,0,0,0,1,0,0,1,1,7629,1
"287","20010308_2bvk000197.txt",2001,"2001-03-08 01:00:00","2 BvK 1/97","oeDP erfolglos gegen 5%-Klausel in Schleswig-HolsteinSiehe auchPressemitteilung Nr. 66/2001 vom 21. Juni 2001
",1,"21. Juni 2001","66/2001 ",0,0,0,0,0,0,0,0,0,1,0,3004,1
"288","20010320_1bvr049196.txt",2001,"2001-03-20 01:00:00","1 BvR 491/96","Altersgrenze fuer Niederlassung als Vertragsarzt bestaetigtSiehe auchPressemitteilung Nr. 37/2001 vom 10. April 2001
",1,"10. April 2001","37/2001 ",0,0,0,0,0,0,1,0,0,0,0,7702,1
"289","20010321_1bvr230794.txt",2001,"2001-03-21 01:00:00","1 BvR 2307/94","Ablehnung einer Tatbestandsberichtigung bzgl Urteil zum Entschaedigungs- und Ausgleichsleistungsgesetz
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,710,1
"290","20010403_1bvl003297.txt",2001,"2001-04-03 02:00:00","1 BvL 32/97","Anrechnung von Kurtagen auf Erholungsurlaub war verfassungsgemaessSiehe auchPressemitteilung Nr. 56/2001 vom 30. Mai 2001
",1,"30. Mai 2001","56/2001 ",0,0,0,0,0,1,0,0,0,0,0,5752,1
"291","20010403_1bvr008198.txt",2001,"2001-04-03 02:00:00","1 BvR 81/98","Ausschluss schutzbeduerftiger Personen ohne Krankenversicherungsschutz vom Zugang zur gesetzlichen Pflegeversicherung mit GG Art 3 Abs 1 unvereinbar - Anknuepfung der Pflegeversicherungspflicht an das Bestehen eines gesetzlichen oder privaten Krankenversicherungsschutzes verfassungsgemaess
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,1,5393,1
"292","20010403_1bvr162994.txt",2001,"2001-04-03 02:00:00","1 BvR 1629/94","Nichtberuecksichtigung der Betreuung und Erziehung von Kindern bei der Bemessung des Beitrags zur sozialen Pflegeversicherung mit GG Art 3 Abs 1 iVm Art 6 Abs 1 unvereinbar: keine Verletzung des Foerderungsgebots aus GG Art 6 Abs 1 durch Beitragspflicht - Beruecksichtigung der Erziehungsleistung von Eltern auf der Leistungsseite verfassungsrechtlich nicht geboten, jedoch auf der Beitragsseite
",0,NA,NA,0,1,0,0,0,0,1,0,0,0,1,9783,1
"293","20010403_1bvr168194.txt",2001,"2001-04-03 02:00:00","1 BvR 1681/94","Unterschiedliche Beitragsbelastung in der sozialen und der privaten Pflegeversicherung mit GG Art 3 Abs 1 vereinbar - Verfassungsmaessigkeit der privaten Pflege-Pflichtversicherung
",0,NA,NA,0,1,0,0,0,0,1,0,0,0,1,7320,1
"294","20010403_1bvr201495.txt",2001,"2001-04-03 02:00:00","1 BvR 2014/95","Zur PflegeversicherungSiehe auchPressemitteilung Nr. 35/2001 vom 3. April 2001
",1,"3. April 2001","35/2001 ",0,1,0,0,0,0,1,0,0,0,1,9422,1
"295","20010404_2bvl000798.txt",2001,"2001-04-04 02:00:00","2 BvL 7/98","Nichtberuecksichtigung von Beschaeftigungszeiten im oeffentlichen Dienst der DDR fuer das Besoldungsdienstalter bei nachfolgender MfS-Taetigkeit verfassungskonformSiehe auchPressemitteilung Nr. 67/2001 vom 22. Juni 2001
",1,"22. Juni 2001","67/2001 ",0,0,0,0,0,1,0,0,0,1,0,8668,1
"296","20010404_2bvr071300.txt",2001,"2001-04-04 02:00:00","2 BvR 713/00","Ablehnung eines Antrags auf Erstattung der notwendigen Auslagen gemaess BVerfGG § 34a Abs 3 nach Erledigerklaerung durch Beschwerdefuehrerin
",0,NA,NA,0,0,0,0,0,0,1,0,0,1,0,625,1
"297","20010507_2bvk000100.txt",2001,"2001-05-07 02:00:00","2 BvK 1/00","Normenkontrollantrag gegen Landesnaturschutzgesetz Schleswig-Holstein verworfenSiehe auchPressemitteilung Nr. 71/2001 vom 10. Juli 2001
",1,"10. Juli 2001","71/2001 ",0,0,0,0,0,0,0,0,0,1,0,22213,1
"298","20010508_1bvf000388.txt",2001,"2001-05-08 02:00:00","1 BvF 3/88","Einstellung eines abstrakten Normenkontrollverfahrens nach Ruhen des Verfahrens und Antragsruecknahme
",0,NA,NA,0,0,0,0,1,0,0,0,0,0,0,287,1
"299","20010518_2bvc000300.txt",2001,"2001-05-18 02:00:00","2 BvC 3/00","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,154,1
"300","20010518_2bvc000400.txt",2001,"2001-05-18 02:00:00","2 BvC 4/00","
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,154,1
"301","20010522_1bvl000496.txt",2001,"2001-05-22 02:00:00","1 BvL 4/96","Mindestbemessungsgrenze fuer Selbstaendige in der gesetzlichen Krankenversicherung verfassungsgemaessSiehe auchPressemitteilung Nr. 69/2001 vom 29. Juni 2001
",1,"29. Juni 2001","69/2001 ",0,0,0,0,0,1,0,0,0,0,0,4538,1
"302","20010522_1bvr151297.txt",2001,"2001-05-22 02:00:00","1 BvR 1512/97","Baulandumlegung nach den §§ 45 ff. BauGB zulaessige Inhalts- und Schrankenbestimmung des EigentumsSiehe auchPressemitteilung Nr. 81/2001 vom 1. August 2001
",1,"1. August 2001","81/2001 ",0,0,0,0,0,0,1,0,0,0,0,4507,1
"303","20010522_2bve000199.txt",2001,"2001-05-22 02:00:00","2 BvE 1/99","Wahlkreiseinteilung Krefeld bleibt - Verfahren beim BVerfG erfolglosSiehe auchPressemitteilung Nr. 79/2001 vom 26. Juli 2001
",1,"26. Juli 2001","79/2001 ",0,0,0,0,0,0,0,1,0,1,0,3272,1
"304","20010522_2bvq004800.txt",2001,"2001-05-22 02:00:00","2 BvQ 48/00","Altenpflegegesetz vorlaeufig nicht in KraftSiehe auchPressemitteilung Nr. 55/2001 vom 29. Mai 2001
",1,"29. Mai 2001","55/2001 ",0,0,1,0,0,0,0,0,0,1,0,5336,1
"305","20010615_2bvb000101.txt",2001,"2001-06-15 02:00:00","2 BvB 1/01","Erlass einer eA, die bei der Durchsuchung in der Kanzlei und in der Wohnung des Bevollmaechtigten der NPD im Parteiverbotsverfahren sichergestellten Daten und Unterlagen unverzueglich zu versiegeln und beim AG zu hinterlegen
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,377,0
"306","20010615_2bvb000201.txt",2001,"2001-06-15 02:00:00","2 BvB 2/01","Erlass einer eA, die bei der Durchsuchung in der Kanzlei und in der Wohnung des Bevollmaechtigten der NPD im Parteiverbotsverfahren sichergestellten Daten und Unterlagen unverzueglich zu versiegeln und beim AG zu hinterlegen
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,403,0
"307","20010615_2bvb000301.txt",2001,"2001-06-15 02:00:00","2 BvB 3/01","Erlass einer eA, die bei der Durchsuchung in der Kanzlei und in der Wohnung des Bevollmaechtigten der NPD im Parteiverbotsverfahren sichergestellten Daten und Unterlagen unverzueglich zu versiegeln und beim AG zu hinterlegen
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,372,0
"308","20010618_2bvq004800.txt",2001,"2001-06-18 02:00:00","2 BvQ 48/00","Berichtigungsbeschluss
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,239,0
"309","20010703_2bvb000101.txt",2001,"2001-07-03 02:00:00","2 BvB 1/01","Rueckgabe der bei Rechtsanwalt Mahler sichergestellten UnterlagenSiehe auchPressemitteilung Nr. 70/2001 vom 5. Juli 2001
",1,"5. Juli 2001","70/2001 ",0,0,0,0,0,0,0,0,0,1,0,700,0
"310","20010703_2bvb000101a.txt",2001,"2001-07-03 02:00:00","2 BvB 1/01","Erlass einer eA, die bei der Durchsuchung in der Kanzlei und in der Wohnung des Bevollmaechtigten der NPD im Parteiverbotsverfahren sichergestellten Daten und Unterlagen sowie die beschlagnahmte EDV-Anlage unverzueglich zurueckzugeben - Gewaehrleistung rechtsstaatlicher Grundsaetze im Parteiverbotsverfahren
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,2727,0
"311","20010718_1bvq002301.txt",2001,"2001-07-18 02:00:00","1 BvQ 23/01","Lebenspartnerschaftsgesetz kann in Kraft treten - einstweilige Anordnung abgelehntSiehe auchPressemitteilung Nr. 76/2001 vom 18. Juli 2001
",1,"18. Juli 2001","76/2001 ",1,1,1,0,0,0,0,0,0,0,1,3924,0
"312","20010925_2bvr115201.txt",2001,"2001-09-25 02:00:00","2 BvR 1152/01","Fragen der Pflichtverteidigung im Strafverfahren - Recht auf faires Verfahren
",0,NA,NA,0,0,0,0,0,0,1,0,0,1,0,4988,1
"313","20010930_2bvr143901.txt",2001,"2001-09-30 02:00:00","2 BvR 1439/01","Zu den Voraussetzungen einer Frage- und Aufklaerungspflicht des Richters
",0,NA,NA,0,0,0,0,0,0,1,0,0,1,0,631,1
"314","20011001_2bvb000101.txt",2001,"2001-10-01 02:00:00","2 BvB 1/01","Zum NPD-Verbots-VerfahrenSiehe auchPressemitteilung Nr. 94/2001 vom 4. Oktober 2001
",1,"4. Oktober 2001","94/2001 ",0,0,0,0,0,0,0,0,0,1,0,693,1
"315","20011002_2bve000297.txt",2001,"2001-10-02 02:00:00","2 BvE 2/97","Einstellung eines Organstreitverfahrens nach Erledigungserklaerung
",0,NA,NA,0,0,0,0,0,0,0,1,0,1,0,436,1
"316","20011002_2bve000297a.txt",2001,"2001-10-02 02:00:00","2 BvE 2/97","Ausschliessung eines Richters des BVerfG wegen Taetigkeit in derselben Sache
",0,NA,NA,0,0,0,0,0,0,0,1,0,1,0,396,1
"317","20011009_1bvr062201.txt",2001,"2001-10-09 02:00:00","1 BvR 622/01","Im Hinblick auf den Grundsatz der Subsidiaritaet unzulaessige Verfassungsbeschwerde gegen zivilgerichtliches Unterlassungsgebot
",0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,2862,1
"318","20011010_1bvl001700.txt",2001,"2001-10-10 02:00:00","1 BvL 17/00","Entschaedigung auch bei ""kalter Enteignung"" geboten - § 1 Abs. 3 Entschaedigungsgesetz nichtigSiehe auchPressemitteilung Nr. 109/2001 vom 5. Dezember 2001
",1,"5. Dezember 2001","109/2001",0,0,0,1,0,1,0,0,0,0,0,6213,1
"319","20011024_1bvr119090.txt",2001,"2001-10-24 02:00:00","1 BvR 1190/90","Zu Blockadeaktionen durch Errichtung physischer BarrierenSiehe auchPressemitteilung Nr. 120/2001 vom 19. Dezember 2001
",1,"19. Dezember 2001","120/2001",1,0,0,0,0,0,1,0,0,0,0,11568,1
"320","20011024_2bvr150097.txt",2001,"2001-10-24 02:00:00","2 BvR 1500/97","Festsetzung des Gegenstandswerts im Verfassungsbeschwerdeverfahren
",0,NA,NA,0,0,0,0,0,0,1,0,0,1,0,189,1
"321","20011025_2bve000197.txt",2001,"2001-10-25 02:00:00","2 BvE 1/97","Ausschliessung eines Richters des BVerfG wegen Taetigkeit in derselben Sache
",0,NA,NA,0,0,0,0,0,0,0,1,0,1,0,251,1
"322","20011025_2bve000197a.txt",2001,"2001-10-25 02:00:00","2 BvE 1/97","Verfahrenseinstellung nach Antragsruecknahme
",0,NA,NA,0,0,0,0,0,0,0,1,0,1,0,228,1
"323","20011107_2bvq004800.txt",2001,"2001-11-07 01:00:00","2 BvQ 48/00","Vorlaeufige Aussetzung des Inkrafttretens des Altenpflegegesetzes - zur Gesetzgebungskompetenz des Bundes fuer den Erlass des AltPflG
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,209,1
"324","20011121_1bvl001993.txt",2001,"2001-11-21 01:00:00","1 BvL 19/93","Zur DienstbeschaedigungsteilrenteSiehe auchPressemitteilung Nr. 15/2002 vom 14. Februar 2002
",1,"14. Februar 2002","15/2002 ",0,0,0,1,0,1,0,0,0,0,0,8950,1
"325","20011122_2bvb000101.txt",2001,"2001-11-22 01:00:00","2 BvB 1/01","Erfolgloser Aussetzungsantrag der NPDSiehe auchPressemitteilung Nr. 115/2001 vom 13. Dezember 2001
",1,"13. Dezember 2001","115/2001",0,0,0,0,0,0,0,0,0,1,0,2129,1
"326","20011122_2bve000699.txt",2001,"2001-11-22 01:00:00","2 BvE 6/99","Antrag der PDS in Sachen NATO-Konzept zurueckgewiesen - Urteil vom 22. November 2001Siehe auchPressemitteilung Nr. 105/2001 vom 22. November 2001
",1,"22. November 2001","105/2001",0,1,0,0,0,0,0,1,0,1,1,22353,1
"327","20011204_2bvb000101.txt",2001,"2001-12-04 01:00:00","2 BvB 1/01","Wiederholung der eA, die bei der Durchsuchung in der Kanzlei und in der Wohnung des Bevollmaechtigten der NPD im Parteiverbotsverfahren sichergestellten Daten und Unterlagen sowie die beschlagnahmte EDV-Anlage unverzueglich zurueckzugeben - Gewaehrleistung rechtsstaatlicher Grundsaetze im Parteiverbotsverfahren
",0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,738,1
"328","20011205_2bvg000100.txt",2001,"2001-12-05 01:00:00","2 BvG 1/00","Antrag Bayerns gegen ""Moratorium Gorleben"" unzulaessigSiehe auchPressemitteilung Nr. 20/2002 vom 20. Februar 2002
",1,"20. Februar 2002","20/2002 ",0,0,0,0,0,0,0,0,1,1,0,3834,1
"329","20011205_2bvr052799.txt",2001,"2001-12-05 01:00:00","2 BvR 527/99","Zum Rechtsschutz bei AbschiebungshaftSiehe auchPressemitteilung Nr. 16/2002 vom 15. Februar 2002
",1,"15. Februar 2002","16/2002 ",0,0,0,0,0,0,1,0,0,1,0,6178,1
"330","20011206_2bve000394.txt",2001,"2001-12-06 01:00:00","2 BvE 3/94","""Die Republikaner"" gegen Parteienfinanzierung gescheitertSiehe auchPressemitteilung Nr. 25/2002 vom 27. Februar 2002
",1,"27. Februar 2002","25/2002 ",0,0,0,0,0,0,0,1,0,1,0,6548,1
"331","20011211_1bvf000196.txt",2001,"2001-12-11 01:00:00","1 BvF 1/96","Vergleichsvorschlag in den ""LER""-VerfahrenSiehe auchPressemitteilung Nr. 114/2001 vom 11. Dezember 2001
",1,"11. Dezember 2001","114/2001",0,1,0,0,1,0,0,0,0,0,1,1631,1
"332","20011217_2bve000200.txt",2001,"2001-12-17 01:00:00","2 BvE 2/00","Pofalla gegen Bundestag und Bundestagspraesident erfolglosSiehe auchPressemitteilung Nr. 119/2001 vom 17. Dezember 2001
",1,"17. Dezember 2001","119/2001",0,1,0,0,0,0,0,1,0,1,1,8968,1
"333","20020115_1bvr178399.txt",2002,"2002-01-15 01:00:00","1 BvR 1783/99","Schaechterlaubnis fuer muslimischen MetzgerSiehe auchPressemitteilung Nr. 2/2002 vom 15. Januar 2002
",1,"15. Januar 2002","2/2002",0,1,0,0,0,0,1,0,0,0,1,7198,0
"334","20020116_1bvr001099.txt",2002,"2002-01-16 01:00:00","1 BvR 10/99","Rechtsschutz bei GehoerverletzungenSiehe auchPressemitteilung Nr. 7/2002 vom 25. Januar 2002
",1,"25. Januar 2002","7/2002",0,0,0,0,0,0,1,0,0,0,0,261,0
"335","20020116_1bvr123699.txt",2002,"2002-01-16 01:00:00","1 BvR 1236/99","Ausschluss der Apotheken vom verkaufsoffenen Sonntag verfassungswidrigSiehe auchPressemitteilung Nr. 3/2002 vom 16. Januar 2002
",1,"16. Januar 2002","3/2002",0,1,1,0,0,0,1,0,0,0,1,4239,0
"336","20020122_2bvb000101.txt",2002,"2002-01-22 01:00:00","2 BvB 1/01","Termine zur muendlichen Verhandlung im Parteiverbotsverfahren aufgehobenSiehe auchPressemitteilung Nr. 6/2002 vom 22. Januar 2002
",1,"22. Januar 2002","6/2002",0,0,0,0,0,0,0,0,0,1,0,804,0
"337","20020130_1bvl002396.txt",2002,"2002-01-30 01:00:00","1 BvL 23/96","Ausschluss von Doppelnamen fuer Kinder verfassungskonformSiehe auchPressemitteilung Nr. 10/2002 vom 30. Januar 2002
",1,"30. Januar 2002","10/2002 ",0,1,0,0,0,1,0,0,0,0,1,8564,0
"338","20020205_1bvr010595.txt",2002,"2002-02-05 01:00:00","1 BvR 105/95","Zur Berechnung des nachehelichen EhegattenunterhaltsSiehe auchPressemitteilung Nr. 26/2002 vom 28. Februar 2002
",1,"28. Februar 2002","26/2002 ",0,0,0,0,0,0,1,0,0,0,0,5520,0
"339","20020205_2bvr030593.txt",2002,"2002-02-05 01:00:00","2 BvR 305/93","BVerfG: Zur Aufhebung der Steuerfreiheit von Zinsen aus SozialpfandbriefenSiehe auchPressemitteilung Nr. 60/2002 vom 2. Juli 2002
",1,"2. Juli 2002","60/2002 ",0,0,0,0,0,0,1,0,0,1,0,10992,0
"340","20020218_1bvr164401.txt",2002,"2002-02-18 01:00:00","1 BvR 1644/01","Werberecht - diesmal fuer TieraerzteSiehe auchPressemitteilung Nr. 33/2002 vom 12. Maerz 2002
",1,"12. Maerz 2002","33/2002 ",0,0,1,0,0,0,1,0,0,0,0,3201,0
